,GISPROPNUM,BOROUGH,ACRES,SIGNNAME,TYPECATEGO,handball,tennis,basketball,adult_soft,track_and,play_area_count,preserve_count,spray_count,OBJECTID,TPL_P_NAME,FREQUENCY,SUM_SVCAREA,SUM_TOTPOPSVCA,SUM_KIDSVCA,SUM_YOUNGPROSVCA,SUM_SENIORSVCA,SUM_HHILOWSVCA,SUM_HHIMEDSVCA,SUM_HHIHIGHSVCA,SUM_TOTHHSVCA,SUM_WHITE_SVC,SUM_BLACK_SVC,SUM_AMERINDSVC,SUM_ASIAN_SVC,SUM_PACIFICSVC,SUM_OTHRACESVC,SUM_RACE2UPSVC,SUM_HISP_SVC
108,B157,B,1.447,Kelly Park,Jointly Operated Playground,4.0,0.0,6.0,0.0,0.0,3.0,0.0,1.0,774,Kelly Park,38,15237038.6266,28787,6928,16754,5105,4127,3164,3605,10895,21788,364,31,5165,3,807,626,1845
109,B158,B,0.437,Garibaldi Playground,Playground,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,521,Garibaldi Playground,37,13773984.4778,28519,6329,17854,4336,3774,3160,2741,9678,13842,219,91,12014,17,1725,614,3647
110,B159,B,7.79,Mount Prospect Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,966,Mount Prospect Park,29,7038565.18248,20213,3684,13884,2646,1940,2144,5609,9695,12081,5049,42,1385,14,549,1091,1758
111,B161,B,0.59,Underhill Playground,Playground,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1688,Underhill Playground,35,11822619.6285,26158,4311,18982,2864,2634,2706,6662,11998,13199,8039,79,2315,16,1014,1496,2871
112,B162,B,0.649,Brizzi Playground,Playground,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,165,Brizzi Playground,43,15103684.4072,42510,15181,23465,3865,5119,3628,2696,11441,22628,899,234,12591,25,4842,1295,9951
113,B163,B,2.799,Sperandeo Brothers Playground,Jointly Operated Playground,4.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1555,Sperandeo Brothers Playground,40,16012969.696,27712,8585,16659,2469,3548,2539,2021,8111,5136,11114,275,1510,46,8021,1616,15242
114,B164,B,2.964,Bath Beach Park,Playground,4.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,96,Bath Beach Park,22,9235764.1324,14735,3116,9056,2562,1890,1496,2157,5543,8266,105,18,5258,11,792,283,1738
115,B166B,B,2.372,Homecrest Playground,Playground,8.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,649,Homecrest Playground,33,12274363.8203,22987,4263,14326,4397,3681,2709,2980,9371,15566,347,93,5179,8,1289,508,2565
116,B166C,B,36.81,Coney Island Boat Basin,Recreation Field/Courts,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,291,Coney Island Boat Basin,8,3177902.81962,2533,594,1538,400,333,284,288,906,1322,66,21,762,1,294,63,583
117,B166D,B,77.181,McGuire Fields,Recreation Field/Courts,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,917,McGuire Fields,5,6660642.55166,5385,1143,3155,1086,366,522,1144,2032,4850,212,8,169,0,69,77,288
118,B168,B,0.532,Continental Army Plaza,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,Continental Army Plaza,44,12304358.8809,38946,10413,25109,3424,6186,3647,4386,14209,26449,1766,296,1695,23,7132,1586,15040
119,B169,B,399.473,Coney Island Beach & Boardwalk,Waterfront Facility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,290,Coney Island Beach & Boardwalk,60,30189905.4978,70395,13192,38243,18966,15902,6923,6961,29785,46562,9924,302,6838,12,4937,1828,11462
120,B169A,B,1.225,Brighton Playground,Playground,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,162,Brighton Playground,22,6468586.99263,19980,2727,10850,6406,5210,1941,2264,9416,16080,269,75,1884,0,1290,381,2402
121,B169B,B,2.944,Poseidon Playground,Recreation Field/Courts,12.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1357,Poseidon Playground,18,6810620.43048,16526,4224,8523,3778,3708,1403,702,5814,5764,6748,110,1765,5,1526,607,4331
122,B173,B,0.667,Fraser Square,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489,Fraser Square,36,17270143.7333,23144,7368,12962,2813,1806,2025,3305,7135,13935,5734,62,2134,2,690,590,1858
123,B192,B,1.384,Russell Pedersen Playground,Jointly Operated Playground,8.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,1480,Russell Pedersen Playground,23,12129625.1554,14500,2864,8580,3053,1928,1769,2854,6554,11715,140,17,1633,6,608,382,1523
124,B192A,B,6.194,Fort Hamilton Athletic Field,Recreation Field/Courts,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,471,Fort Hamilton Athletic Field,21,11381739.2618,12069,2387,7088,2595,1488,1425,2470,5381,9930,112,9,1281,4,440,289,1155
125,B193,B,2.112,Hamilton Metz Field,Neighborhood Park,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,586,Hamilton Metz Field,39,15281327.3535,34833,10015,20109,4710,5415,3560,3017,11991,13130,19607,88,388,11,801,811,2280
126,B197,B,1.056,Mellett Playground,Neighborhood Park,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,923,Mellett Playground,31,14778856.2371,25477,6098,15055,4326,3371,2838,2927,9136,16059,334,48,7650,0,864,516,1885
127,B200,B,0.29,Elizabeth Stroud Playground,Playground,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,418,Elizabeth Stroud Playground,36,11680821.7806,21613,5780,13297,2537,3857,2620,2027,8504,1324,17931,84,554,1,1023,696,2609
128,B206,B,0.197,Sunners Playground,Playground,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1614,Sunners Playground,22,11013256.5884,12422,2578,7576,2272,1256,1376,1751,4380,880,10523,48,284,1,297,389,885
129,B207,B,0.579,Sarsfield Playground,Playground,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1493,Sarsfield Playground,32,15031591.0083,19184,5496,11214,2476,1576,1838,2659,6071,9389,6535,66,1914,1,677,599,1812
130,B208,B,0.55,Pfc Norton Playground,Playground,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1318,Pfc Norton Playground,29,13029730.6184,15386,4716,8455,2215,1212,1175,2599,4988,12529,801,12,1443,2,358,238,1047
131,B209,B,0.565,Galapo Playground,Playground,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,505,Galapo Playground,32,15380829.7686,24485,5016,14856,4611,2776,2541,3492,8812,13604,994,36,8681,2,677,490,1602
132,B210A,B,1.51,John Allen Payne Park,Playground,6.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,749,John Allen Payne Park,26,7167519.98945,17415,4136,10946,2336,2234,2125,1833,6190,8570,526,112,5019,2,2452,729,5478
133,B210B,B,1.13,D'Emic Playground,Playground,4.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,327,D'Emic Playground,14,9559849.12395,12012,3222,7784,1008,1468,1083,1136,3688,5199,581,309,957,11,4114,841,8396
134,B210F,B,0.433,Admiral Triangle,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,Admiral Triangle,27,8628279.45903,16447,3344,11269,1832,2095,1515,3892,7499,11022,2472,95,847,7,1298,705,3607
135,B210H,B,1.816,Harold Ickes Playground,Neighborhood Park,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,601,Harold Ickes Playground,23,7539273.42567,12086,2520,8346,1221,1397,1327,2740,5465,7813,1826,75,711,10,1055,599,2934
136,B210I,B,1.236,Gonzalo Plasencia Playground,Jointly Operated Playground,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,539,Gonzalo Plasencia Playground,24,10303336.5248,19086,5192,12058,1834,2307,1790,1686,5785,7753,824,448,1950,6,6862,1244,13777
137,B210J,B,0.736,Pena Herrera Park,Jointly Operated Playground,2.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,1309,Pena Herrera Park,31,10928403.3168,27972,7796,17563,2615,3311,2573,2088,7975,9726,1170,411,4825,5,10353,1478,19720
138,B210P,B,0.256,Dan Ross Playground,Playground,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,330,Dan Ross Playground,34,12567727.9778,20179,4269,12739,3173,2373,2466,3399,8238,14919,262,44,3297,6,1023,628,2571
139,B210V,B,0.586,Park (Dahlgreen),Parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286,Park (Dahlgreen),18,5668763.983,8325,1649,5431,1245,1034,1116,1374,3525,5662,228,28,1628,8,507,263,1251
140,B210W,B,8.565,John J Carty Park,Neighborhood Park,6.0,10.0,6.0,0.0,0.0,4.0,0.0,0.0,752,John J Carty Park,24,11447700.5925,17475,3259,11419,2798,2375,2544,3472,8393,12896,437,51,2711,15,811,555,2306
141,B212,B,0.322,Hot Spot Tot Lot,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,656,Hot Spot Tot Lot,22,9139567.6436,16668,4127,10109,2424,1879,1878,2143,5898,6174,7295,71,1463,3,1126,536,2514
142,B214,B,9.322,Linden Park,Jointly Operated Playground,6.0,8.0,3.0,0.0,0.0,2.0,0.0,1.0,822,Linden Park,34,14452444.7988,27977,7866,16546,3563,5137,3190,2032,10363,2266,22224,178,191,21,2137,957,6006
143,B215,B,1.5,Decatur Playground,Jointly Operated Playground,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,342,Decatur Playground,43,12678839.116,26474,6254,17040,3178,4450,3388,2987,10825,2098,21577,104,905,1,861,924,2384
144,B216,B,1.795,Raymond Bush Playground,Jointly Operated Playground,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1425,Raymond Bush Playground,54,15953206.7568,37719,9219,23982,4524,6646,4744,3872,15263,3184,30019,197,878,19,1983,1433,5202
145,B217,B,3.201,Marcy Playground,Community Park,10.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,891,Marcy Playground,46,16116716.5773,46087,18006,24803,3278,7045,3617,3101,13763,21927,14740,309,1071,55,6234,1753,13524
146,B218,B,3.56,Paerdegat Park,Community Park,4.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1272,Paerdegat Park,33,16095035.5098,25625,5827,15527,4273,2661,2777,3206,8641,882,22786,82,466,10,494,907,1722
147,B219,B,3.253,Callahan-Kelly Playground,Community Park,6.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,197,Callahan-Kelly Playground,34,13865418.9644,21818,6380,13181,2250,3550,2296,1761,7606,2359,15409,213,305,4,2561,968,6093
148,B220,B,0.901,Washington Hall Park,Playground,4.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1737,Washington Hall Park,31,9727876.15104,18734,4630,12232,1872,2609,1970,2757,7337,8761,5367,97,1523,4,1937,1047,3941
149,B221,B,1.171,Steuben Playground,Neighborhood Park,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1599,Steuben Playground,30,8811993.75668,21232,9114,10775,1342,2520,1414,1835,5767,16663,1833,66,652,17,1449,552,2765
150,B222,B,0.503,Pierrepont Playground,Playground,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1322,Pierrepont Playground,1,14886.9111938,36,8,19,9,3,3,13,19,32,1,0,1,0,0,1,1
151,B223DA,B,1.363,Adam Yauch Park,Playground,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,24,Adam Yauch Park,27,6667348.64629,18352,2957,12736,2654,1076,1531,6259,8864,14423,807,27,1944,9,392,747,1476
152,B223E,B,0.92,Fruit Street Sitting Area,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502,Fruit Street Sitting Area,18,4462302.66477,16357,2759,10821,2777,1000,1395,5392,7786,12960,873,45,1668,1,262,552,1076
153,B223F,B,0.626,Squibb Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1564,Squibb Park,17,4029595.788,15022,2542,10061,2417,894,1251,4772,6919,11814,867,44,1542,0,246,510,1034
154,B223G,B,1.371,Hillside Park (Columbia),Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639,Hillside Park (Columbia),20,4427922.79149,16468,2683,11169,2619,961,1340,5191,7492,12834,992,47,1737,1,300,560,1214
155,B223H,B,0.3,Harry Chapin Playground,Playground,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,605,Harry Chapin Playground,20,4104962.86137,15360,2573,10301,2483,910,1277,4880,7066,12061,894,45,1581,0,260,518,1071
156,B223I,B,2.2,Anchorage Plaza,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,Anchorage Plaza,23,6533104.31173,19860,3389,13668,2801,1762,1541,5386,8691,12921,2720,70,2723,12,678,738,2273
157,B223IA,B,0.947,Clumber Corner,Parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264,Clumber Corner,23,6868110.93594,19355,3419,13281,2655,1951,1456,4965,8373,11827,3269,72,2641,12,794,733,2542
158,B223IB,B,0.489,Bar and Grill Park,Parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,Bar and Grill Park,18,6088880.84469,15842,2828,10876,2135,1732,1144,4009,6885,9138,3008,63,2291,12,710,622,2248
159,B223NA,B,2.982,Classon Playground (Kent),Playground,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,251,Classon Playground (Kent),34,10060025.8994,30869,15450,13731,1686,4038,1732,1710,7477,27250,1142,73,341,23,1568,469,3122
160,B223NB,B,0.206,Classon Triangle,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253,Classon Triangle,37,11509809.264,36036,17992,16030,2013,4764,2039,1965,8769,31454,1582,94,405,27,1899,579,3910
161,B223OC,B,0.392,Rodney Park South,Recreation Field/Courts,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1467,Rodney Park South,64,17528263.3993,60477,19467,35506,5499,10017,5005,5234,20257,44198,2554,389,2514,29,8775,2019,18904
162,B223PA,B,0.237,Rodney Park Center,Recreation Field/Courts,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465,Rodney Park Center,54,12516973.3257,44218,14049,26043,4126,7493,3645,3616,14756,31415,1769,310,1931,23,7214,1557,15138
163,B223PB,B,0.37,Rodney Park North,Recreation Field/Courts,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1466,Rodney Park North,54,13425271.7594,45534,13504,27739,4287,7636,3952,4104,15693,31749,1804,320,2206,25,7727,1702,16253
164,B223PC,B,0.319,Rodney Playground South,Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470,Rodney Playground South,55,13234010.6208,42918,11592,27270,4050,7106,3952,4299,15362,29235,1683,321,2015,28,7892,1745,16540
165,B223PD,B,0.189,Rodney Playground Center,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468,Rodney Playground Center,51,12557233.7936,40009,9975,26223,3812,6607,3827,4295,14730,26406,1672,320,1908,28,7932,1750,16595
166,B223PE,B,0.29,Rodney Playground North,Playground,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1469,Rodney Playground North,48,12333154.529,38131,8573,25833,3723,6333,3812,4429,14569,24518,1678,320,1887,30,7931,1762,16610
167,B223QA,B,0.104,Marcy Green South,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890,Marcy Green South,55,13075148.6991,46169,14589,27343,4243,7737,3848,3954,15542,33142,1972,325,1517,27,7511,1683,15950
168,B223QB,B,0.195,Marcy Green Center,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888,Marcy Green Center,55,13259438.6415,45160,13398,27593,4172,7528,3919,4185,15631,31770,1908,324,1665,27,7726,1740,16361
169,B223QC,B,0.137,Marcy Green North,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889,Marcy Green North,51,12957920.1871,42005,11308,26838,3857,6843,3887,4352,15079,28676,1679,314,1727,29,7822,1749,16392
170,B223R,B,0.752,Jaime Campiz Playground,Playground,0.0,0.0,3.0,0.0,0.0,6.0,0.0,1.0,730,Jaime Campiz Playground,38,11819730.3771,29771,4261,22369,3143,4413,3755,5094,13258,19823,1031,224,2227,25,5046,1388,10786
171,B223S,B,0.57,Macri Triangle,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867,Macri Triangle,35,10508344.2113,22589,2574,17645,2380,3261,3016,4379,10654,16430,553,131,1880,18,2626,951,6004
172,B223U,B,0.762,Lentol Garden,Parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812,Lentol Garden,40,13247730.6966,26363,2899,20374,3087,3327,3366,5798,12492,21880,644,63,1787,13,1131,844,3282
173,B223V,B,0.067,Badame Sessa Triangle,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,Badame Sessa Triangle,34,12118227.5239,23419,2382,18568,2465,2990,3035,5246,11270,18592,499,78,1996,18,1377,856,3649
174,B224,B,2.289,P.O. Reinaldo Salgado Playground,Community Park,4.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,1083,P.O. Reinaldo Salgado Playground,54,15550461.0583,33717,8814,20948,3954,5745,3806,3364,12915,4026,23323,266,1067,21,3521,1491,8308
175,B225,B,3.38,St. Andrew's Playground,Neighborhood Park,6.0,0.0,5.0,2.0,0.0,5.0,0.0,1.0,1566,St. Andrew's Playground,48,15359617.758,34527,8313,21795,4415,6522,4357,3344,14221,2980,27292,143,1267,9,1427,1417,3653
176,B227,B,0.208,P.S. 125 Playground,Jointly Operated Playground,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1105,P.S. 125 Playground,38,11288264.6777,28519,9446,15752,3320,6496,1903,1181,9577,2222,21367,261,267,9,3234,1158,7865
177,B228,B,1.791,Dr. Green Playground,Jointly Operated Playground,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,368,Dr. Green Playground,36,11551399.9465,28997,9923,15637,3441,6910,1776,986,9669,2641,20928,287,267,10,3585,1280,8911
178,B230,B,1.041,Nicholas Naquan Heyward Jr. Park,Neighborhood Park,2.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,993,Nicholas Naquan Heyward Jr. Park,45,15046290.5073,29166,5476,20252,3437,3332,2639,6877,12849,19072,4200,102,2345,11,1981,1456,6270
179,B231,B,0.015,Samuel Goldberg Triangle,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1484,Samuel Goldberg Triangle,41,13703304.0509,29066,6503,18112,4448,4133,3081,3097,10312,16257,276,71,9891,11,1916,644,3785
180,B232,B,1.3,Dean Playground,Neighborhood Park,0.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,341,Dean Playground,46,12868108.6887,26752,4219,19533,2998,2493,2618,7231,12345,15479,6102,106,2342,10,1202,1511,3686
181,B234,B,1.19,Tilden Playground,Neighborhood Park,2.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,1657,Tilden Playground,30,14046472.0432,18968,4330,11412,3226,2222,2061,2106,6391,540,17272,68,241,16,329,500,1043
182,B235,B,1.894,Herman Dolgon Playground,Neighborhood Park,4.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,629,Herman Dolgon Playground,30,13014841.8608,21399,4481,12464,4456,3508,2190,2684,8386,11231,3592,70,5093,8,831,575,2548
183,B236,B,1.43,Glenwood Playground,Neighborhood Park,4.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,536,Glenwood Playground,22,10984944.2937,16412,3948,9957,2507,1831,1672,2169,5676,1023,14425,68,149,0,353,390,1132
184,B237,B,1.547,John Hancock Playground,Jointly Operated Playground,2.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,751,John Hancock Playground,42,14376358.2511,28932,5794,20274,2862,4616,3627,4186,12430,5962,18562,133,1735,19,1143,1374,3140
185,B239,B,2.087,Sheepshead Playground,Jointly Operated Playground,4.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1518,Sheepshead Playground,26,12286174.7653,19817,3736,12069,4008,3087,2215,2990,8293,15034,1158,25,2754,1,419,427,1363
186,B240,B,0.155,Tucker Place,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679,Tucker Place,12,5277617.76165,7752,1442,4719,1590,1100,896,1362,3357,6449,304,6,692,1,145,153,440
187,B243,B,1.5,Golconda Playground,Neighborhood Park,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,538,Golconda Playground,21,7803115.22306,19349,4189,12559,2599,3584,1528,2538,7650,5611,7762,112,3133,15,1788,932,4542
188,B244,B,3.485,McDonald Playground,Neighborhood Park,6.0,7.0,2.0,1.0,0.0,3.0,0.0,1.0,916,McDonald Playground,35,15061733.8008,21117,5160,12421,3532,2689,2310,2438,7435,14692,156,44,4546,4,1285,388,2523
189,B245,B,9.339,St. John's Recreation Center,Community Park,12.0,0.0,6.0,3.0,0.0,4.0,0.0,0.0,1572,St. John's Recreation Center,45,16363442.8007,38202,10706,23089,4412,7138,4302,2928,14375,3150,30691,170,659,14,2144,1369,5264
190,B246,B,0.694,Jerome Playground,Jointly Operated Playground,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,741,Jerome Playground,18,9406507.37427,15316,4133,8861,2324,2967,1855,1097,5919,1061,12465,112,101,12,1047,522,3075
191,B247,B,16.16,Breukelen Ballfields,Community Park,6.0,0.0,2.0,6.0,0.0,4.0,0.0,1.0,156,Breukelen Ballfields,31,15698982.7972,24641,6491,14082,4066,4878,2638,1861,9377,3201,18454,181,401,15,1519,881,4375
192,B248,B,2.27,Fox Playground,Jointly Operated Playground,4.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,479,Fox Playground,24,13487669.3556,19195,4525,11534,3137,2318,2012,2617,6951,1795,15963,86,361,1,465,525,1496
193,B249,B,1.398,Van Dyke Playground,Neighborhood Park,9.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1703,Van Dyke Playground,38,11992567.7256,30623,10190,16731,3703,7252,1932,1286,10478,2635,22445,302,242,6,3621,1373,9244
194,B250,B,3.023,Nostrand Playground,Jointly Operated Playground,6.0,0.0,6.0,1.0,0.0,3.0,0.0,1.0,1001,Nostrand Playground,45,16713030.6398,37957,9667,23219,5067,5172,4315,3839,13323,1868,31851,188,1260,19,1432,1339,3771
195,B251,B,42.941,Manhattan Beach Park,Community Park,8.0,6.0,3.0,0.0,0.0,9.0,0.0,4.0,876,Manhattan Beach Park,8,8826195.33794,5321,1049,2758,1511,582,409,983,1975,5095,34,2,94,0,39,55,124
196,B252,B,2.387,West Playground,Neighborhood Park,4.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,1756,West Playground,26,10300213.4447,16051,3048,9317,3685,2517,1985,2228,6732,12209,243,51,2684,0,528,332,1121
197,B253,B,1.253,Albert J. Parham Playground,Jointly Operated Playground,2.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,35,Albert J. Parham Playground,43,12173366.0562,26697,4651,18757,3290,3933,3056,5464,12449,11640,9540,98,2190,2,1537,1689,3973
198,B254,B,5.888,Wingate Park,Jointly Operated Playground,8.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,1781,Wingate Park,37,15440774.8314,29028,7333,17337,4355,4644,3149,2817,10608,5807,20649,93,767,10,804,897,2248
199,B255C,B,0.711,Park (17),Playground,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1277,Park (17),35,12046757.4873,22611,4069,16649,1896,2385,2409,4520,9314,15616,1077,149,1950,18,2694,1105,6613
200,B255E,B,0.736,Park (6),Parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280,Park (6),40,13188999.6934,24159,4330,17609,2218,2450,2610,5108,10165,16973,1087,135,2219,15,2537,1184,6319
201,B255F,B,1.314,Detective Joseph Mayrose Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,Detective Joseph Mayrose Park,42,14666510.3241,27728,4986,20073,2663,2684,2954,6127,11766,19761,1233,142,2567,17,2643,1361,6666
202,B255G,B,0.442,Butterfly Gardens,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,Butterfly Gardens,33,12162778.0473,21146,3840,15226,2083,2052,2297,4722,9074,15153,930,95,2024,14,1877,1051,4897
203,B255H,B,0.487,Thomas J. Cuite Park,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1650,Thomas J. Cuite Park,22,10946243.8513,14109,3001,9283,1822,1251,1354,3511,6113,10967,548,37,1378,0,597,582,1903
204,B255J,B,0.364,Seeley Park,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507,Seeley Park,22,11489503.7986,14345,3089,9378,1876,1339,1387,3455,6181,10897,598,45,1590,0,623,593,1903
205,B255L,B,0.48,Park (Vanderbilt),Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289,Park (Vanderbilt),22,10405689.0625,13162,2886,8541,1733,1283,1266,3079,5628,9665,625,47,1683,0,587,553,1717
206,B257,B,0.739,Frost Playground,Playground,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,501,Frost Playground,27,10148652.7618,18057,2178,13687,2186,2557,2083,3553,8195,13366,1287,58,1408,11,1230,696,3687
207,B258,B,1.485,Brevoort Playground,Playground,6.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,157,Brevoort Playground,43,14361490.7485,29530,8423,17720,3381,5107,3435,2718,11261,1617,24685,165,414,10,1521,1119,4199
208,B259,B,1.187,Underwood Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1689,Underwood Park,45,14093932.3224,31133,5606,21607,3915,4117,3601,6687,14407,13445,11947,98,2336,12,1397,1897,4024
209,B260,B,1.0,Howard Playground,Community Park,2.0,0.0,5.0,0.0,0.0,4.0,0.0,1.0,659,Howard Playground,27,9358659.47426,19827,6590,11189,2049,4354,1540,817,6713,1844,14196,168,162,2,2520,930,6074
210,B260A,B,0.67,Howard Pool,Community Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660,Howard Pool,32,12374564.1381,24416,7656,14259,2503,4635,2286,1549,8467,2034,18461,206,230,8,2482,996,6264
211,B261,B,0.847,Schenck Playground,Playground,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1499,Schenck Playground,35,13759275.9607,26924,7636,16209,3077,4006,2916,2135,9055,2096,20658,168,150,29,2817,1006,6728
212,B262,B,1.315,Potomac Playground,Jointly Operated Playground,4.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1359,Potomac Playground,49,15164025.6069,34666,8043,22511,4115,6057,4611,3856,14527,3460,26764,155,1534,16,1278,1461,3503
213,B263,B,1.97,Sumner Playground,Jointly Operated Playground,2.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,1612,Sumner Playground,47,15587045.6914,38954,11880,23148,3925,7456,3397,2455,13315,10400,16787,394,1254,35,8172,1915,17895
214,B264,B,1.23,Roebling Playground,Jointly Operated Playground,4.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1471,Roebling Playground,47,11636857.5019,44682,17836,23175,3671,6971,3086,3304,13357,36176,1919,239,754,14,4539,1037,9935
215,B265,B,0.46,Rainbow Playground,Playground,2.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,1413,Rainbow Playground,49,13327091.7306,51645,13743,32899,5004,6264,4076,3249,13591,10501,970,373,29314,18,8877,1589,17733
